CompanyName,BusinessId,City,CompanyForm,Address,RegistrationDate
Beijing Jiaozi King Oy Ltd,3117460-1,Helsinki,Osakeyhtiö (OY),"Lönnrotinkatu, 22, 00120, HELSINGFORS",2020-03-06
Viestintätoimisto Medita Oy,3117463-6,Helsinki,Osakeyhtiö (OY),"Sofiankatu, 4, 00170, HELSINGFORS",2020-02-18
Sterly Oy,3117502-2,Helsinki,Osakeyhtiö (OY),"Hämeentie, 3, 00530, HELSINGFORS",2020-03-27
Kruunuhaan Lääkärikeskus Oy,3117552-4,Helsinki,Osakeyhtiö (OY),"Pasilankatu, 2, 00240, HELSINGFORS",2020-02-11
Nordic MEA Oy,3117566-3,Helsinki,Osakeyhtiö (OY),"Seilorinkatu, 16, 00980, HELSINGFORS",2020-02-26
Ezulie Oy,3117585-8,Helsinki,Osakeyhtiö (OY),"Hitsaajankatu, 6, 00810, HELSINGFORS",2020-02-10
Kiinteistöosakeyhtiö Kaskiauranpolku 2,3117623-6,Helsinki,Osakeyhtiö (OY),"Kaskiauranpolku, 2, 00340, HELSINGFORS",2020-02-14
AA-DATA Oy,3117637-5,Helsinki,Osakeyhtiö (OY),"ullanlinnankatu, 1, 00130, HELSINGFORS",2020-02-11
Kameli Audio Oy,3117638-3,Helsinki,Osakeyhtiö (OY),"Munkinpolku, 17, 00330, HELSINGFORS",2020-02-14
Cetopo Oy,3117660-7,Helsinki,Osakeyhtiö (OY),"Lapinlahdenkatu, 16, 00180, HELSINGFORS",2020-02-10
A&S Group Oy,3117667-4,Helsinki,Osakeyhtiö (OY),"Eteläesplanadi, 8, 00130, HELSINGFORS",2020-02-12
Tykistökapteenin Varasto Oy,3117674-6,Helsinki,Osakeyhtiö (OY),"Lentokuja, 2, 00760, HELSINGFORS",2020-02-12
Prime Baltic North Hub Oy,3117675-4,Helsinki,Osakeyhtiö (OY),"Roihuvuorentie, 21, 00820, HELSINGFORS",2020-03-27
Hiusateljee Winter & Aalto Oy,3117688-5,Helsinki,Osakeyhtiö (OY),"Viipurinkatu, 14, 00510, HELSINGFORS",2020-02-12
Savaira Oy,3117692-2,Helsinki,Osakeyhtiö (OY),"Kauppakartanonkatu, 20, 00930, HELSINGFORS",2020-02-11
AUS REMONTTIPALVELU OY,3117704-4,Helsinki,Osakeyhtiö (OY),"Kuninkaantammenkierto, 15, 00430, HELSINGFORS",2020-02-27
Suoranta Group Oy,3117709-5,Helsinki,Osakeyhtiö (OY),"Paciuksenkaari, 15, 00270, HELSINGFORS",2020-02-11
Deliisas Shop Oy,3117732-7,Helsinki,Osakeyhtiö (OY),"Alakiventie, 5, 00920, HELSINGFORS",2020-02-10
VV-Raksa oy,3117746-6,Helsinki,Osakeyhtiö (OY),"Kotikonnuntie, 7, 00940, HELSINGFORS",2020-02-11
Mari Tennis Coaching Oy,3117747-4,Helsinki,Osakeyhtiö (OY),"Merikasarminkatu, 12, 00160, HELSINGFORS",2020-02-11
QData Oy,3117750-3,Helsinki,Osakeyhtiö (OY),"Kuubankatu, 3, 00220, HELSINGFORS",2020-02-11
Majakka Watersports Oy,3117761-8,Helsinki,Osakeyhtiö (OY),"00351, HELSINGFORS",2020-02-11
J.Salonen Consulting Oy,3117772-2,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-02-11
Berfix Oy,3117783-7,Helsinki,Osakeyhtiö (OY),"Mellunmäenraitio, 2, 00970, HELSINGFORS",2020-02-11
hansaovi asennus oy,3117786-1,Helsinki,Osakeyhtiö (OY),"Iltatähdentie, 6, 00740, HELSINGFORS",2020-02-11
TT Logistiikka Oy,3117798-4,Helsinki,Osakeyhtiö (OY),"Sikurimyllyntie, 2, 00370, HELSINGFORS",2020-02-11
Womengo Oy,3117823-1,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 56, 00260, HELSINGFORS",2020-02-11
Mansour Asunnot Oy,3117833-8,Helsinki,Osakeyhtiö (OY),"Koulutanhua, 8, 00840, HELSINGFORS",2020-02-13
Epicure Pelin Oy,3117836-2,Helsinki,Osakeyhtiö (OY),"Töyrynummentie, 3, 00740, HELSINGFORS",2020-02-13
Burgal Oy,3117841-8,Helsinki,Osakeyhtiö (OY),"Tullivuorentie, 28, 00700, HELSINGFORS",2020-02-13
Vaara Capital Oy,3117851-4,Helsinki,Osakeyhtiö (OY),"Mariankatu, 15, 00170, HELSINGFORS",2020-04-22
Qaswua Design & Development Oy,3118006-7,Helsinki,Osakeyhtiö (OY),"Katajanokanlaituri, 5, 00160, HELSINGFORS",2020-02-13
Viima Villas Oy,3118072-9,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-02-12
Fleim Creative Oy,3118101-9,Helsinki,Osakeyhtiö (OY),"Katajanokankatu, 4, 00160, HELSINGFORS",2020-02-12
Mind the Brain Oy,3118104-3,Helsinki,Osakeyhtiö (OY),"Uudenmaankatu, 26, 00120, HELSINGFORS",2020-02-12
The Ateljé Helsinki Oy,3118115-8,Helsinki,Osakeyhtiö (OY),"Laivurinkatu, 10, 00150, HELSINGFORS",2020-02-18
Lucrum Oy,3118117-4,Helsinki,Osakeyhtiö (OY),"Helsinginkatu, 12, 00500, HELSINGFORS",2020-02-12
Niiranen Advisory Oy,3118124-6,Helsinki,Osakeyhtiö (OY),"Susitie, 2-6, 00800, HELSINGFORS",2020-02-12
Saalro Oy,3118162-5,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 4, 00100, HELSINGFORS",2020-04-23
Ventus relations Oy,3118170-5,Helsinki,Osakeyhtiö (OY),"Tilanhoitajankaari, 19, 00790, HELSINGFORS",2020-03-24
Winzet Consulting Oy,3118262-8,Helsinki,Osakeyhtiö (OY),"Laivalahden Puistotie, 5, 00810, HELSINGFORS",2020-02-13
PYSSLA OY,3118334-8,Helsinki,Osakeyhtiö (OY),"Itälahdenkatu, 18, 00210, HELSINGFORS",2020-03-23
Sanni S Oy,3118353-2,Helsinki,Osakeyhtiö (OY),"Meritullinkatu, 15, 00170, HELSINGFORS",2020-02-28
Eltamatic Oy,3118417-2,Helsinki,Osakeyhtiö (OY),"Tavaststjernankatu, 1, 00250, HELSINGFORS",2020-02-20
Play College Sports USA Oy,3118441-2,Helsinki,Osakeyhtiö (OY),"Apollonkatu, 19, 00100, HELSINGFORS",2020-03-03
Rentcal Oy,3118447-1,Helsinki,Osakeyhtiö (OY),"Punavuorenkatu, 16, 00150, HELSINGFORS",2020-02-13
Löke Invest Oy,3118481-8,Helsinki,Osakeyhtiö (OY),"Osuuskunnantie, 100, 00660, HELSINGFORS",2020-02-12
Toni Berg Oy,3118486-9,Helsinki,Osakeyhtiö (OY),"Varjakanvalkama, 38, 00950, HELSINGFORS",2020-02-13
Bird & Bird Sweden Holding Oy,3118490-6,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 8, 00100, HELSINGFORS",2020-02-13
Honest Hair Oy,3118491-4,Helsinki,Osakeyhtiö (OY),"Lämmittäjänkatu, 2, 00880, HELSINGFORS",2020-02-12
RAHMA Coffee and Restaurant Oy,3118515-9,Helsinki,Osakeyhtiö (OY),"Kastelholmantie, 2, 00900, HELSINGFORS",2020-03-04
Nepa Trade Oy,3118523-9,Helsinki,Osakeyhtiö (OY),"Hatuntekijänkuja, 4-6, 00750, HELSINGFORS",2020-02-17
RuusuTaxi Oy,3118543-1,Helsinki,Osakeyhtiö (OY),"Vellamonkatu, 29, 00550, HELSINGFORS",2020-02-18
Ilmastointi Expertti Oy,3118546-6,Helsinki,Osakeyhtiö (OY),"Lampputie, 12, 00750, HELSINGFORS",2020-02-13
Oiviar Oy,3118574-9,Helsinki,Osakeyhtiö (OY),"Juustenintie, 2, 00410, HELSINGFORS",2020-02-21
SaMa Urban Planning Solutions Oy,3118615-1,Helsinki,Osakeyhtiö (OY),"Kuusikonkatu, 8, 78210, VARKAUS",2020-02-17
Allued Capital Oy Ab,3118673-3,Helsinki,Osakeyhtiö (OY),"Eteläesplanadi, 20, 00130, HELSINGFORS",2020-03-19
Helsinki Food Bros Oy,3118690-1,Helsinki,Osakeyhtiö (OY),"Museokatu, 40, 00100, HELSINGFORS",2020-02-14
Better Sweet Oy,3118711-1,Helsinki,Osakeyhtiö (OY),"Tähtitorninmäki, 4, 00140, HELSINGFORS",2020-03-30
Dimecco OY,3118730-6,Helsinki,Osakeyhtiö (OY),"Linnankatu, 11, 00160, HELSINGFORS",2020-02-21
Fineuro Consulting Oy,3118748-8,Helsinki,Osakeyhtiö (OY),"Eteläesplanadi, 12, 00130, HELSINGFORS",2020-02-14
Oy Bullfrog Brothers Company Ab,3118749-6,Helsinki,Osakeyhtiö (OY),"Marjaniementie, 12, 00930, HELSINGFORS",2020-02-14
Network5 Oy,3118758-4,Helsinki,Osakeyhtiö (OY),"Fredikanterassi, 7, 00520, HELSINGFORS",2020-02-14
AP Kuljetus Oy,3118761-3,Helsinki,Osakeyhtiö (OY),"Koudantie, 4, 00760, HELSINGFORS",2020-02-14
Kulttuuritoimisto Palovaara & Ruusila Oy,3118769-9,Helsinki,Osakeyhtiö (OY),"Kirstinkatu, 3, 00530, HELSINGFORS",2020-02-24
Suomen Elämysjunat Oy,3118812-2,Helsinki,Osakeyhtiö (OY),"00561, HELSINGFORS",2020-03-24
NONSENSE BROS OY,3118816-5,Helsinki,Osakeyhtiö (OY),"Parrulaituri, 16, 00540, HELSINGFORS",2020-02-14
Jarhan OY,3118824-5,Helsinki,Osakeyhtiö (OY),"Itälahdenkatu, 10, 00210, HELSINGFORS",2020-02-14
Koops Oy,3118825-3,Helsinki,Osakeyhtiö (OY),"Kirstinkatu, 3, 00530, HELSINGFORS",2020-02-14
HONG TU OY,3118833-3,Helsinki,Osakeyhtiö (OY),"kaskiauranpolku, 2, 00340, HELSINGFORS",2020-03-03
Candle Oy,3118933-6,Helsinki,Osakeyhtiö (OY),"Paciuksenkaari, 6, 00270, HELSINGFORS",2020-02-17
Kuunappi Radioliiketoiminta Oy,3118939-5,Helsinki,Osakeyhtiö (OY),"Tallberginkatu, 1, 00180, HELSINGFORS",2020-02-13
OY UNACO AB,3118972-3,Helsinki,Osakeyhtiö (OY),"Sofiankatu, 4, 00170, HELSINGFORS",2020-02-27
Ravintola Rantahaka Oy,3118973-1,Helsinki,Osakeyhtiö (OY),"Puustellinpolku, 25, 00410, HELSINGFORS",2020-02-14
Castrén Consulting Oy,3119017-7,Helsinki,Osakeyhtiö (OY),"Ratakatu, 9, 00120, HELSINGFORS",2020-02-14
FITPRO Oy,3119034-5,Helsinki,Osakeyhtiö (OY),"Poste restante, 00100, HELSINGFORS",2020-04-27
AI Unbound Oy,3119041-7,Helsinki,Osakeyhtiö (OY),"Rannikkolaivurintie, 25, 00850, HELSINGFORS",2020-02-14
Trambo Oy,3119044-1,Helsinki,Osakeyhtiö (OY),"Laajasalonkaari, 6, 00840, HELSINGFORS",2020-02-14
Arctic Destinations Oy,3119051-3,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 15a, 00260, HELSINGFORS",2020-02-19
Trike Experience Oy,3119063-6,Helsinki,Osakeyhtiö (OY),"Sofiankatu, 4, 00170, HELSINGFORS",2020-03-02
Kolme Yksiötä Oy,3119069-5,Helsinki,Osakeyhtiö (OY),"Puistokaari, 9, 00200, HELSINGFORS",2020-02-17
Duafix Oy,3119100-6,Helsinki,Osakeyhtiö (OY),"Muotoilijankatu, 20, 00560, HELSINGFORS",2020-02-17
Suomen Pikalogistiikka Oy,3119124-1,Helsinki,Osakeyhtiö (OY),"Kuunarikuja, 3, 00850, HELSINGFORS",2020-02-17
Matti Sankamo Oy,3119132-1,Helsinki,Osakeyhtiö (OY),"Ruoholahdenkatu, 24, 00180, HELSINGFORS",2020-02-17
Curating Culture Oy,3119134-8,Helsinki,Osakeyhtiö (OY),"Iso Roobertinkatu, 36-40, 00120, HELSINGFORS",2020-02-18
Epic Win Oy,3119139-9,Helsinki,Osakeyhtiö (OY),"Karhulantie, 2, 00910, HELSINGFORS",2020-02-17
Axk Oy,3119143-6,Helsinki,Osakeyhtiö (OY),"Franzéninkatu, 26, 00530, HELSINGFORS",2020-03-02
Koko.do Oy,3119148-7,Helsinki,Osakeyhtiö (OY),"Karavaanikatu, 4, 00980, HELSINGFORS",2020-04-15
Finn Invoice Oy,3119153-2,Helsinki,Osakeyhtiö (OY),"Sturenkatu, 26, 00510, HELSINGFORS",2020-03-26
Wolf Capital Oy,3119155-9,Helsinki,Osakeyhtiö (OY),"Urho Kekkosen katu, 4-6, 00100, HELSINGFORS",2020-05-26
SL Holding Oy,3119210-5,Helsinki,Osakeyhtiö (OY),"Fabianinkatu, 9, 00130, HELSINGFORS",2020-04-09
AMK Helsinki Oy,3119251-9,Helsinki,Osakeyhtiö (OY),"Kalevankatu, 14, 00100, HELSINGFORS",2020-02-17
JuuKiiKaa Oy,3119271-1,Helsinki,Osakeyhtiö (OY),"Henrik Forsiuksen tie, 12, 00750, HELSINGFORS",2020-02-17
Geryit Oy,3119300-1,Helsinki,Osakeyhtiö (OY),"Alakiventie, 9, 00920, HELSINGFORS",2020-02-17
Jaakko Soiva Oy,3119326-3,Helsinki,Osakeyhtiö (OY),"Liisankatu, 5, 00170, HELSINGFORS",2020-02-17
Visiontech Oy,3119345-8,Helsinki,Osakeyhtiö (OY),"Albertinkatu, 22-24, 00120, HELSINGFORS",2020-02-21
InsideOut Therapy Oy,3119374-9,Helsinki,Osakeyhtiö (OY),"Toinen linja, 14, 00530, HELSINGFORS",2020-02-18
JolCoon Oy,3119391-7,Helsinki,Osakeyhtiö (OY),"Lönnrotinkatu, 5, 00100, HELSINGFORS",2020-02-17
Bembid Oy,3119401-2,Helsinki,Osakeyhtiö (OY),"Ulvilantie, 18, 00350, HELSINGFORS",2020-02-17
Mago Consulting and Analytics Oy,3119403-9,Helsinki,Osakeyhtiö (OY),"Yliskyläntie, 3a, 00840, HELSINGFORS",2020-03-11
Restura Oy,3119412-7,Helsinki,Osakeyhtiö (OY),"Pietarinkatu, 1, 00140, HELSINGFORS",2020-02-17
Finest Bay Area Investment Management Oy,3119415-1,Helsinki,Osakeyhtiö (OY),"Laukkaniementie, 1, 00200, HELSINGFORS",2020-02-17
Sumu Seeds Oy,3119417-8,Helsinki,Osakeyhtiö (OY),"Pengerkatu, 24, 00500, HELSINGFORS",2020-02-17
lvi lilja oy,3119450-6,Helsinki,Osakeyhtiö (OY),"Pertunpellontie, 6, 00740, HELSINGFORS",2020-02-18
AMH Capital Oy,3119460-2,Helsinki,Osakeyhtiö (OY),"Liisankatu, 15, 00170, HELSINGFORS",2020-02-18
DAFH.vc Oy,3119465-3,Helsinki,Osakeyhtiö (OY),"Maneesikatu, 1-3, 00170, HELSINGFORS",2020-02-18
Kellotalo Oy,3119470-9,Helsinki,Osakeyhtiö (OY),"Sturenkatu, 26, 00510, HELSINGFORS",2020-02-21
DALIS CAPITAL OY,3119472-5,Helsinki,Osakeyhtiö (OY),"Snellmaninkatu, 21, 00170, HELSINGFORS",2020-03-27
Taksiliikenne Alasaari OY,3119487-2,Helsinki,Osakeyhtiö (OY),"Viikinportti, 4, 00790, HELSINGFORS",2020-02-21
Macadamia Oy,3119524-2,Helsinki,Osakeyhtiö (OY),"Laivanvarustajankatu, 7, 00140, HELSINGFORS",2020-02-18
TJM Invest Oy,3119535-7,Helsinki,Osakeyhtiö (OY),"00671, HELSINGFORS",2020-03-26
Glomama Music Oy,3119540-2,Helsinki,Osakeyhtiö (OY),"Kivalterintie, 3, 00620, HELSINGFORS",2020-02-18
W.V Group Oy,3119553-3,Helsinki,Osakeyhtiö (OY),"kunnalliskodintie, 6, 00600, HELSINGFORS",2020-02-18
HALHATATLANOK OY,3119558-4,Helsinki,Osakeyhtiö (OY),"Immolantie, 57, 00780, HELSINGFORS",2020-03-06
Beastworks Oy,3119649-9,Helsinki,Osakeyhtiö (OY),"Leikosaarentie, 29, 00990, HELSINGFORS",2020-02-18
MustRead Events Oy,3119720-5,Helsinki,Osakeyhtiö (OY),"Johanneksentie, 6, 00120, HELSINGFORS",2020-03-19
Rakeo Oy,3119732-8,Helsinki,Osakeyhtiö (OY),"Kunnallisneuvoksentie, 4, 00930, HELSINGFORS",2020-02-18
Nyström Invest Oy,3119757-1,Helsinki,Osakeyhtiö (OY),"Limingantie, 7, 00560, HELSINGFORS",2020-02-18
Zero Emissio Oy,3119780-3,Helsinki,Osakeyhtiö (OY),"Hattelmalantie, 2, 00710, HELSINGFORS",2020-02-28
Alumin Oy,3119800-5,Helsinki,Osakeyhtiö (OY),"Vaakamestarinpolku, 2, 00750, HELSINGFORS",2020-05-18
Yellowstone Residential GP Oy,3119819-5,Helsinki,Osakeyhtiö (OY),"00101, HELSINGFORS",2020-02-20
Király Production Oy,3119833-9,Helsinki,Osakeyhtiö (OY),"Punavuorenkatu, 20, 00150, HELSINGFORS",2020-03-02
J.K Rakennusmestarit Oy,3119837-1,Helsinki,Osakeyhtiö (OY),"Tuhkanummenkuja, 1, 00970, HELSINGFORS",2020-02-19
Avustajasi Validia Oy,3119852-3,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 107, 00280, HELSINGFORS",2020-02-21
Novament Oy,3119890-2,Helsinki,Osakeyhtiö (OY),"Siilitie, 5, 00800, HELSINGFORS",2020-02-19
Eagleowl Oy,3119905-9,Helsinki,Osakeyhtiö (OY),"Kivitaskuntie, 8, 00780, HELSINGFORS",2020-03-25
Maakunnan Asuntovarasto 2 Oy,3119907-5,Helsinki,Osakeyhtiö (OY),"Pursimiehenkatu, 1, 00120, HELSINGFORS",2020-04-03
Terwin Oy,3119909-1,Helsinki,Osakeyhtiö (OY),"Museokatu, 15, 00100, HELSINGFORS",2020-03-02
Maakunnan Asuntovarasto 1 Oy,3119911-2,Helsinki,Osakeyhtiö (OY),"Pursimiehenkatu, 1, 00120, HELSINGFORS",2020-04-03
Vaatelainaamo Vaaterekki Oy,3119915-5,Helsinki,Osakeyhtiö (OY),"Vuorikatu, 22, 00100, HELSINGFORS",2020-02-19
J. S. Tarkiainen Invest Oy,3120051-5,Helsinki,Osakeyhtiö (OY),"Eteläesplanadi, 14, 00130, HELSINGFORS",2020-02-21
Monkey Business Pictures Oy,3120076-9,Helsinki,Osakeyhtiö (OY),"Konepajankuja, 1, 00510, HELSINGFORS",2020-02-20
Movision Media Solutions Oy,3120085-7,Helsinki,Osakeyhtiö (OY),"Caloniuksenkatu, 6, 00100, HELSINGFORS",2020-02-19
PAHE CATERING OY,3120109-1,Helsinki,Osakeyhtiö (OY),"Ristipellontie, 14, 00390, HELSINGFORS",2020-02-20
DG Lomailu Oy,3120143-8,Helsinki,Osakeyhtiö (OY),"Valimotie, 17-19, 00380, HELSINGFORS",2020-02-19
IP Investors 3 Oy,3120144-6,Helsinki,Osakeyhtiö (OY),"Annankatu, 12, 00120, HELSINGFORS",2020-02-28
"Aurinko, ystävä ja Oy",3120158-5,Helsinki,Osakeyhtiö (OY),"Sarvastonkaari, 3, 00840, HELSINGFORS",2020-02-19
Haiku Medical Aesthetic Center Oy,3120170-2,Helsinki,Osakeyhtiö (OY),"Kap Hornin Katu, 8, 00220, HELSINGFORS",2020-02-19
Kivilaakso Holding Oy,3120173-7,Helsinki,Osakeyhtiö (OY),"Ollilantie, 18, 00780, HELSINGFORS",2020-02-19
Aventura Spirit Oy,3120183-3,Helsinki,Osakeyhtiö (OY),"Laivalahdenkaari, 5, 00810, HELSINGFORS",2020-02-19
Jaber Oy,3120208-6,Helsinki,Osakeyhtiö (OY),"Kauppakartanonkatu, 3, 00930, HELSINGFORS",2020-03-02
Mestarikettu Oy,3120211-5,Helsinki,Osakeyhtiö (OY),"Aleksis Kiven katu, 25, 00510, HELSINGFORS",2020-02-20
A2 Capital Oy,3120218-2,Helsinki,Osakeyhtiö (OY),"Suutarilantie, 61, 00740, HELSINGFORS",2020-02-20
Warehouse Fin Oy,3120223-8,Helsinki,Osakeyhtiö (OY),"Vanha Talvitie, 2, 00580, HELSINGFORS",2020-03-25
NET2SOURCE GLOBAL WORKFORCE SOLUTIONS OY,3120228-9,Helsinki,Osakeyhtiö (OY),"Mikonkatu, 9, 00100, HELSINGFORS",2020-03-30
Enne Consulting Oy,3120295-9,Helsinki,Osakeyhtiö (OY),"Hämeentie, 31, 00500, HELSINGFORS",2020-03-01
Paaltonen Capital Oy,3120313-4,Helsinki,Osakeyhtiö (OY),"Eteläranta, 20, 00130, HELSINGFORS",2020-02-20
Asunto Oy Helsingin Peltisepänkuja 5,3120314-2,Helsinki,Osakeyhtiö (OY),"Bulevardi, 7, 00120, HELSINGFORS",2020-03-10
AH Print Oy,3120330-2,Helsinki,Osakeyhtiö (OY),"Huopalahdentie, 12, 00330, HELSINGFORS",2020-02-20
Atelier Digital Oy,3120367-9,Helsinki,Osakeyhtiö (OY),"Vilhonvuorenkatu, 12, 00500, HELSINGFORS",2020-03-25
Berfinim Oy,3120369-5,Helsinki,Osakeyhtiö (OY),"Kotinummentie, 68, 00730, HELSINGFORS",2020-02-20
Finntessori Oy,3120371-6,Helsinki,Osakeyhtiö (OY),"Kirvesmiehenkatu, 2, 00880, HELSINGFORS",2020-03-31
SUSTEX OY,3120372-4,Helsinki,Osakeyhtiö (OY),"Laivurinkatu, 10, 00150, HELSINGFORS",2020-03-02
Rakennuspalvelumies Suomi Oy,3120379-1,Helsinki,Osakeyhtiö (OY),"Neitsytsaarentie, 6, 00960, HELSINGFORS",2020-02-20
Mona Salminen Oy,3120384-7,Helsinki,Osakeyhtiö (OY),"Uudenmaankatu, 7, 00120, HELSINGFORS",2020-02-20
Wacio & Company Oy,3120386-3,Helsinki,Osakeyhtiö (OY),"Mechelininkatu, 29, 00100, HELSINGFORS",2020-04-01
DiwaJo Oy,3120401-4,Helsinki,Osakeyhtiö (OY),"Savelantie, 6, 00720, HELSINGFORS",2020-02-20
ELMANOR Oy,3120406-5,Helsinki,Osakeyhtiö (OY),"Teuvo Pakkalan tie, 7, 00400, HELSINGFORS",2020-02-20
Helsinki Group Oy,3120431-3,Helsinki,Osakeyhtiö (OY),"Sofiankatu, 4, 00170, HELSINGFORS",2020-02-24
EmilioTheo Oy,3120450-8,Helsinki,Osakeyhtiö (OY),"Vanhapolku, 3, 00770, HELSINGFORS",2020-03-19
Kids Marketing Agency Oy,3120457-5,Helsinki,Osakeyhtiö (OY),"Kanavaranta, 7, 00160, HELSINGFORS",2020-06-30
Aromitalo Oy,3120485-8,Helsinki,Osakeyhtiö (OY),"Miilutie, 19, 00670, HELSINGFORS",2020-02-21
Out And Fun Oy Ltd,3120496-2,Helsinki,Osakeyhtiö (OY),"Matruusinkatu, 3, 00160, HELSINGFORS",2020-02-21
Taxi Cab Ringo Oy,3120632-7,Helsinki,Osakeyhtiö (OY),"Ostostie, 2, 00940, HELSINGFORS",2020-02-21
Welgas Oy,3120633-5,Helsinki,Osakeyhtiö (OY),"Kytkintie, 18, 00770, HELSINGFORS",2020-02-21
Impi Aerial Dance Studio Oy,3120638-6,Helsinki,Osakeyhtiö (OY),"Pasilankatu, 10, 00240, HELSINGFORS",2020-03-16
Neubit Oy,3120647-4,Helsinki,Osakeyhtiö (OY),"Helsinginkatu, 32, 00530, HELSINGFORS",2020-02-21
PRAGMATIC EDGE OY,3120648-2,Helsinki,Osakeyhtiö (OY),"Lapikastie, 3, 00940, HELSINGFORS",2020-04-06
Gharib Group Oy,3120676-5,Helsinki,Osakeyhtiö (OY),"Laukarinne, 4, 01200, VANDA",2020-06-29
IBI RESTO OY,3120680-2,Helsinki,Osakeyhtiö (OY),"Mikonkatu, 11, 00100, HELSINGFORS",2020-02-24
Nezir Oy,3120685-3,Helsinki,Osakeyhtiö (OY),"Hollantilaisentie, 32, 00330, HELSINGFORS",2020-02-24
Olli Herman Oy,3120694-1,Helsinki,Osakeyhtiö (OY),"Ratakatu, 11-13, 00120, HELSINGFORS",2020-02-24
Vaskr Oy,3120709-8,Helsinki,Osakeyhtiö (OY),"Munkkiniemen puistotie, 8, 00330, HELSINGFORS",2020-02-24
Pointer Potential Oy Ab,3120711-9,Helsinki,Osakeyhtiö (OY),"Bulevardi, 5, 00120, HELSINGFORS",2020-04-02
Vikira Oy,3120712-7,Helsinki,Osakeyhtiö (OY),"Aallonhalkoja, 9, 00540, HELSINGFORS",2020-02-24
naaG Oy,3120713-5,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 92, 00250, HELSINGFORS",2020-02-27
Crospaint Oy,3120719-4,Helsinki,Osakeyhtiö (OY),"Naapuripellontie, 5, 00410, HELSINGFORS",2020-02-24
Ad Artis Oy,3120735-4,Helsinki,Osakeyhtiö (OY),"Mannerheimintie, 68, 00260, HELSINGFORS",2020-02-24
Halo Hair Helsinki Oy,3120750-6,Helsinki,Osakeyhtiö (OY),"Läntinen Brahenkatu, 4, 00510, HELSINGFORS",2020-02-24
Top Snow oy,3120755-7,Helsinki,Osakeyhtiö (OY),"Agricolankatu, 13, 00530, HELSINGFORS",2020-02-24
Konversiokuningas Oy,3120771-7,Helsinki,Osakeyhtiö (OY),"Puustellinrinne, 3, 00410, HELSINGFORS",2020-02-24
CXM Nordic Oy,3120837-3,Helsinki,Osakeyhtiö (OY),"Albertinkatu, 18, 00120, HELSINGFORS",2020-02-24
Torus Enterprises Oy,3120844-5,Helsinki,Osakeyhtiö (OY),"Vaskiportintie, 7, 80780, KONTIONIEMI",2020-03-30
Homewize Oy,3120854-1,Helsinki,Osakeyhtiö (OY),"Plazankuja, 3, 00580, HELSINGFORS",2020-02-25
Tassu ja Nassu Oy,3120859-2,Helsinki,Osakeyhtiö (OY),"00121, HELSINGFORS",2020-03-24
Stadin Sankari Oy,3120875-2,Helsinki,Osakeyhtiö (OY),"Silkokuja, 2, 00700, HELSINGFORS",2020-02-24
Daystar Games Oy,3120877-9,Helsinki,Osakeyhtiö (OY),"Unioninkatu, 39, 00170, HELSINGFORS",2020-02-25
Tuomi Software Oy,3120882-4,Helsinki,Osakeyhtiö (OY),"Virvatulentie, 6, 00930, HELSINGFORS",2020-02-24
Cara Cusina Oy,3120891-2,Helsinki,Osakeyhtiö (OY),"Alvar Aallon katu, 5, 00100, HELSINGFORS",2020-02-24
Tuunissa Oy,3120917-3,Helsinki,Osakeyhtiö (OY),"Koskelantie, 29, 00610, HELSINGFORS",2020-02-25
Bestrodal Oy,3120929-6,Helsinki,Osakeyhtiö (OY),"Maatullinkuja, 6, 00750, HELSINGFORS",2020-02-25
Nordic Matter Oy,3120936-8,Helsinki,Osakeyhtiö (OY),"Eino Leinon katu, 4, 00250, HELSINGFORS",2020-03-05
Dila Beauty Salon Oy,3120939-2,Helsinki,Osakeyhtiö (OY),"Trumpettitie, 6, 00420, HELSINGFORS",2020-02-25
Hoiva ELSI Oy,3120979-8,Helsinki,Osakeyhtiö (OY),"Ulvilantie, 29/4, 00350, HELSINGFORS",2020-02-25
BeLegally Oy,3120987-8,Helsinki,Osakeyhtiö (OY),"00561, HELSINGFORS",2020-02-25
Nomadical Oy,3121002-7,Helsinki,Osakeyhtiö (OY),"Fleminginkatu, 10, 00530, HELSINGFORS",2020-02-25
Litsi Oy,3121008-6,Helsinki,Osakeyhtiö (OY),"Melkonkatu, 15, 00210, HELSINGFORS",2020-03-05
SALWI Invest Oy,3121023-8,Helsinki,Osakeyhtiö (OY),"Teollisuuskatu, 18, 00520, HELSINGFORS",2020-02-25
Lakiasiaintoimisto Turvatakuu Oy,3121024-6,Helsinki,Osakeyhtiö (OY),"Sturenkatu, 26, 00510, HELSINGFORS",2020-02-25
fundfolio Oy,3121041-4,Helsinki,Osakeyhtiö (OY),"Siltakylänpolku, 3, 00740, HELSINGFORS",2020-02-25
Anderson Capital Ab,3121050-2,Helsinki,Osakeyhtiö (OY),"Dagmarsgatan, 7, 00100, HELSINGFORS",2020-03-16
